Timestamp,Memory Usage (MB)
2024-06-04 01:44:08.529000,970.90234375
2024-06-04 01:44:09.530000,977.0
2024-06-04 01:44:10.533000,986.859375
2024-06-04 01:44:11.533000,987.625
2024-06-04 01:44:12.538000,989.30078125
2024-06-04 01:44:14.551000,991.5859375
2024-06-04 01:44:15.558000,991.37109375
2024-06-04 01:44:18.565000,999.69140625
2024-06-04 01:44:19.571000,999.6328125
2024-06-04 01:44:21.582000,1001.9453125
2024-06-04 01:44:23.603000,1002.921875
2024-06-04 01:44:26.620000,1003.6015625
2024-06-04 01:44:27.620000,1005.21875
2024-06-04 01:44:28.620000,1004.91015625
2024-06-04 01:44:32.635000,1010.0390625
2024-06-04 01:44:34.655000,1013.94140625
2024-06-04 01:44:38.734000,1018.734375
2024-06-04 01:44:39.971000,1018.75390625
2024-06-04 01:44:40.893000,1018.98828125
2024-06-04 01:44:41.889000,1019.6015625
2024-06-04 01:44:42.891000,1023.62109375
2024-06-04 01:44:43.896000,1023.48046875
2024-06-04 01:44:44.901000,1023.890625
2024-06-04 01:44:45.907000,1024.66015625
2024-06-04 01:44:46.908000,1025.2265625
2024-06-04 01:44:47.913000,1024.94140625
2024-06-04 01:44:49.917000,1026.1484375
2024-06-04 01:44:50.929000,1025.8984375
2024-06-04 01:44:53.946000,1022.25
2024-06-04 01:44:54.955000,1021.984375
2024-06-04 01:44:55.959000,1021.9375
2024-06-04 01:44:56.961000,1022.0546875
2024-06-04 01:44:57.967000,1022.19140625
2024-06-04 01:45:00.974000,1021.69921875
2024-06-04 01:45:02.982000,1021.86328125
2024-06-04 01:45:03.990000,1021.4609375
2024-06-04 01:45:06.003000,1022.73828125
2024-06-04 01:45:10.023000,1026.3515625
2024-06-04 01:45:11.028000,1025.765625
2024-06-04 01:45:12.038000,1025.53125
2024-06-04 01:45:14.047000,1026.4296875
2024-06-04 01:45:15.051000,1026.5234375
2024-06-04 01:45:17.055000,1026.36328125
2024-06-04 01:45:18.063000,1026.046875
2024-06-04 01:45:22.081000,1026.33203125
2024-06-04 01:45:23.084000,1026.7421875
2024-06-04 01:45:27.102000,1028.72265625
2024-06-04 01:45:30.134000,1028.61328125
2024-06-04 01:45:31.138000,1029.0859375
2024-06-04 01:45:32.145000,1029.4609375
2024-06-04 01:45:33.153000,1029.68359375
2024-06-04 01:45:34.154000,1030.1015625
2024-06-04 01:45:35.163000,1030.99609375
2024-06-04 01:45:36.171000,1029.703125
2024-06-04 01:45:37.176000,1029.75
2024-06-04 01:45:39.180000,1029.24609375
2024-06-04 01:45:42.189000,1030.2890625
2024-06-04 01:45:45.206000,1031.359375
2024-06-04 01:45:46.207000,1031.94921875
2024-06-04 01:45:47.208000,1032.20703125
2024-06-04 01:45:48.214000,1033.19921875
2024-06-04 01:45:51.221000,1032.45703125
2024-06-04 01:45:53.224000,1033.6171875
2024-06-04 01:45:54.225000,1033.1796875
2024-06-04 01:45:57.233000,1034.3515625
2024-06-04 01:45:59.245000,1035.3203125
2024-06-04 01:46:00.247000,1035.94140625
2024-06-04 01:46:01.255000,1037.515625
2024-06-04 01:46:10.290000,1048.42578125
2024-06-04 01:46:12.298000,1049.0859375
2024-06-04 01:46:14.308000,1045.19140625
2024-06-04 01:46:17.324000,1049.62890625
2024-06-04 01:46:18.332000,1050.609375
2024-06-04 01:46:21.344000,1051.9765625
2024-06-04 01:46:23.352000,1053.4765625
2024-06-04 01:46:28.372000,1054.71484375
2024-06-04 01:46:29.373000,1053.77734375
2024-06-04 01:46:32.387000,1055.52734375
2024-06-04 01:46:33.396000,1054.6484375
2024-06-04 01:46:34.397000,1054.453125
2024-06-04 01:46:37.404000,1056.26171875
2024-06-04 01:46:38.409000,1056.53125
2024-06-04 01:46:39.409000,1056.0234375
2024-06-04 01:46:41.423000,1056.2890625
2024-06-04 01:46:42.432000,1054.0234375
2024-06-04 01:46:44.463000,1054.8125
2024-06-04 01:46:46.468000,1057.4609375
2024-06-04 01:46:47.471000,1057.5390625
2024-06-04 01:46:50.486000,1058.125
2024-06-04 01:46:52.494000,1057.8671875
2024-06-04 01:46:54.505000,1058.33984375
2024-06-04 01:46:55.507000,1058.59375
2024-06-04 01:46:57.516000,1059.72265625
2024-06-04 01:46:58.538000,1059.53515625
2024-06-04 01:46:59.542000,1059.1328125
2024-06-04 01:47:00.544000,1059.484375
2024-06-04 01:47:03.555000,1059.3359375
2024-06-04 01:47:05.560000,1059.09375
2024-06-04 01:47:06.562000,1059.08984375
2024-06-04 01:47:09.579000,1062.77734375
2024-06-04 01:47:10.580000,1062.42578125
2024-06-04 01:47:11.581000,1062.2421875
2024-06-04 01:47:16.607000,1064.97265625
2024-06-04 01:47:19.613000,1066.9296875
2024-06-04 01:47:20.620000,1066.99609375
2024-06-04 01:47:23.625000,1066.984375
2024-06-04 01:47:25.638000,1068.578125
2024-06-04 01:47:26.643000,1068.1796875
2024-06-04 01:47:27.648000,1068.94921875
2024-06-04 01:47:32.671000,1069.390625
2024-06-04 01:47:34.678000,1069.671875
2024-06-04 01:47:35.685000,1070.22265625
2024-06-04 01:47:37.694000,1069.1328125
2024-06-04 01:47:38.700000,1069.8671875
2024-06-04 01:47:39.702000,1069.93359375
2024-06-04 01:47:40.704000,1069.94140625
2024-06-04 01:47:42.711000,1071.3828125
